Søkenavn;Art1;Art2;Art3;Gml1;Gml2;Gml3;Tar1;Tar2;Tar3;EmmaNavn;Kat;Notat;;Ant tegn;Art1,2,3;Gml;HS;Toll NÅ;
EUPATORIUM MAC;60232;60232;0;220;220;0;6029022;6029022;;Eupatorium maculatum;;;;20;#REF!;#REF!;#REF!;#REF!;
EUPATORIUM MACULATUM;60232;60232;0;220;220;0;6029022;6029022;;Eupatorium maculatum;;;;20;#REF!;#REF!;#REF!;#REF!;
EUPATORIUM PER;60243;60243;0;114;114;0;6029049;6029049;;Eupatorium perfoliatum;;;;22;#REF!;#REF!;#REF!;#REF!;
EUPATORIUM PERFOLIATUM;60243;60243;0;114;114;0;6029049;6029049;;Eupatorium perfoliatum;;;;22;#REF!;#REF!;#REF!;#REF!;
EUPATORIUM PUR;60232;60232;0;220;220;0;6029022;6029022;;Eupatorium purpureum;;;;20;#REF!;#REF!;#REF!;#REF!;
EUPATORIUM PURPUREUM;60232;60232;0;220;220;0;6029022;6029022;;Eupatorium purpureum;;;;20;#REF!;#REF!;#REF!;#REF!;
EUPATORIUM RUG;60243;60243;0;114;114;0;6029049;6029049;;Eupatorium rugosum;;;;18;#REF!;#REF!;#REF!;#REF!;
EUPATORIUM RUGOSUM;60243;60243;0;114;114;0;6029049;6029049;;Eupatorium rugosum;;;;18;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia spp;;;;13;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ACR;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia acrurensis;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ACRURENSIS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia acrurensis;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA AMY;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia amygdaloides;;;;22;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA AMYGDALOIDES;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia amygdaloides;;;;22;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA BAD;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia baioensis;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA BADOENSIS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia baioensis;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA BAI;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia baioensis;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA BAIOENSIS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia baioensis;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA CAN;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia candelabrum;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA CANDELABRUM;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia candelabrum;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA CAP;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia caput;156;;;15;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA CAPUT;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia caput;156;;;15;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA CHA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum ;(chamaesyce);;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA CHAMAESYCE;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (chamaesyce);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA COT;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia cotinifolia;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA COTINIFOLIA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia cotinifolia;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA DIA;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia inneuphdia; ‘diamond frost’ ;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA DIAMOND;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia inneuphdia; ‘diamond frost’ ;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA DIAMOND FROST;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia inneuphdia; ‘diamond frost’ ;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ELA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (elaeophorbia);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ELAEOPHORBIA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (elaeophorbia);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA END;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (endadenium);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ENDADENIUM;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (endadenium);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ERI;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia eritrea;156;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ERITREA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia eritrea;156;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ERY;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia erythraeae;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA ERYTHRAEAE;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia erythraeae;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA FLA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia flanaganii;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA FLANAGANII;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia flanaganii;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA FUL;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia fulgens;;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA FULGENS;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia fulgens;;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA GRI;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia griffithi;;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA GRIFFITHI;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia griffithi;;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA HEP;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia heptagona;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA HEPTAGONA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia heptagona;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA HOR;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia horrida;156;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA HORRIDA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia horrida;156;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA HYB;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Euphorbia hybrid;;;;16;Sjekk?;Tollvare?;Hybrid?;;
EUPHORBIA HYBRID;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Hybrid/tollvare?;Euphorbia hybrid;;;;16;Sjekk?;Tollvare?;Hybrid?;;
EUPHORBIA ING;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia ingens;156;;;16;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA INGENS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia ingens;156;;;16;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA INN;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia inneuphdia; ‘diamond frost’ ;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA INNEUPHDIA;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia inneuphdia; ‘diamond frost’ ;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LAC;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia lactea;156;;;16;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LACTEA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia lactea;156;;;16;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LEU;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia leuconeura;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LEUCONEURA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia leuconeura;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LOP;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia lophogona;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LOPHOGONA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia lophogona;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LOR;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia loricata;156;;;18;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA LORICATA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia loricata;156;;;18;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MAM;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia mammillaris;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MAMMILLARIS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia mammillaris;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MAR;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia martini x hydbrid;156;;;27;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MAR;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia marginiata;;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MARGINIATA;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia marginiata;;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MARTINI X HYDBRID;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia martini x hydbrid;156;;;27;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MIL;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia milii;;;;15;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MILII;60243;60243;0;114;114;0;6029049;6029049;;Euphorbia milii;;;;15;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MON;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum ; (monadenium);;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA MONADENIUM;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum ; (monadenium);;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA NER;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia neriifolia;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA NERIIFOLIA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia neriifolia;156;;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA PED;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (pedilanthus);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA PEDILANTHUS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (pedilanthus);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA POL;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia polychroma;;;;20;#REF!;#REF!;#REF!;#REF!;
Euphorbia pol;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia polycroma;;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA POLYCHROMA;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia polychroma;;;;20;#REF!;#REF!;#REF!;#REF!;
Euphorbia polycroma;60232;60232;0;220;220;0;6029022;6029022;;Euphorbia polycroma;;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA PUG;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia pugniformis;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA PUGNIFORMIS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia pugniformis;156;;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA PUL;60239;60239;0;110;110;0;6029043;6029043;;Euphorbia pulcherrima;110;Tollvarer;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA PULCHERRIMA;60239;60239;0;110;110;0;6029043;6029043;;Euphorbia pulcherrima;110;Tollvarer;;21;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA RUB;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia rubra;156;;;15;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA RUBRA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia rubra;156;;;15;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA SUB;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia submammillaris;156;;;24;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA SUBMAMMILLARIS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia submammillaris;156;;;24;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA SYN;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (synadenium);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA SYNADENIUM;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia antiquorum; (synadenium);;;20;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA TIR;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia tirucalli;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA TIRUCALLI;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia tirucalli;156;;;19;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA TRI;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia triangularis;156;;;22;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA TRI;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia trigona;156;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA TRIANGULARIS;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia triangularis;156;;;22;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA TRIGONA;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia trigona;156;;;17;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA VIG;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia viguieri;156;;;18;#REF!;#REF!;#REF!;#REF!;
EUPHORBIA VIGUIERI;60238;60233;0;152;156;0;6029039;6029023;;Euphorbia viguieri;156;;;18;#REF!;#REF!;#REF!;#REF!;
EUPHROBIA LACTEA;60238;60233;0;152;156;0;6029039;6029023;;Euphrobia lactea;156;;;16;#REF!;#REF!;#REF!;#REF!;
Eurybia;60238;60233;0;152;156;0;6029039;6029023;;Eurybia spp;156;;;11;#REF!;#REF!;#REF!;#REF!;
EURYOPS;60243;60243;0;114;114;0;6029049;6029049;;Euryops spp;;;;11;#REF!;#REF!;#REF!;#REF!;
EURYOPS CHR;60243;60243;0;114;114;0;6029049;6029049;;Euryops chrysanthemoides;;;;24;#REF!;#REF!;#REF!;#REF!;
EURYOPS CHRYSANTHEMOIDES;60243;60243;0;114;114;0;6029049;6029049;;Euryops chrysanthemoides;;;;24;#REF!;#REF!;#REF!;#REF!;
EURYOPS VIR;60243;60243;0;114;114;0;6029049;6029049;;Euryops virgineus;;;;17;#REF!;#REF!;#REF!;#REF!;
EURYOPS VIRGINEUS;60243;60243;0;114;114;0;6029049;6029049;;Euryops virgineus;;;;17;#REF!;#REF!;#REF!;#REF!;
EUSTOMA;60243;60243;0;114;114;0;6029049;6029049;;Eustoma spp;;;;11;#REF!;#REF!;#REF!;#REF!;
EUSTOMA GRA;60243;60243;0;114;114;0;6029049;6029049;;Eustoma grandiflorum;;;;20;#REF!;#REF!;#REF!;#REF!;
EUSTOMA GRANDIFLORUM;60243;60243;0;114;114;0;6029049;6029049;;Eustoma grandiflorum;;;;20;#REF!;#REF!;#REF!;#REF!;
EUTERPE;60238;60233;0;152;156;0;6029039;6029023;;Euterpe spp;156;;;11;#REF!;#REF!;#REF!;#REF!;
EUTERPE EDU;60238;60233;0;152;156;0;6029039;6029023;;Euterpe edulis;156;;;14;#REF!;#REF!;#REF!;#REF!;
EUTERPE EDULIS;60238;60233;0;152;156;0;6029039;6029023;;Euterpe edulis;156;;;14;#REF!;#REF!;#REF!;#REF!;
Euthamia;60238;60233;0;152;156;0;6029039;6029023;;Euthamia spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
EVOLVULUS;60243;60243;0;114;114;0;6029049;6029049;;Evolvulus spp;;;;13;#REF!;#REF!;#REF!;#REF!;
EVOLVULUS PIL;60243;60243;0;114;114;0;6029049;6029049;;Evolvulus pilosus;;;;17;#REF!;#REF!;#REF!;#REF!;
EVOLVULUS PILOSUS;60243;60243;0;114;114;0;6029049;6029049;;Evolvulus pilosus;;;;17;#REF!;#REF!;#REF!;#REF!;
EXACUM;60243;60243;0;114;114;0;6029049;6029049;;Exacum spp;;;;10;#REF!;#REF!;#REF!;#REF!;
EXACUM AFF;60243;60243;0;114;114;0;6029049;6029049;;Exacum affine;;;;13;#REF!;#REF!;#REF!;#REF!;
EXACUM AFFINE;60243;60243;0;114;114;0;6029049;6029049;;Exacum affine;;;;13;#REF!;#REF!;#REF!;#REF!;
EXCOECARIA;60238;60233;0;152;156;0;6029039;6029023;;Excoecaria spp;156;;;14;#REF!;#REF!;#REF!;#REF!;
EXCOECARIA AGA;60238;60233;0;152;156;0;6029039;6029023;;Excoecaria agallocha;156;;;20;#REF!;#REF!;#REF!;#REF!;
EXCOECARIA AGALLOCHA;60238;60233;0;152;156;0;6029039;6029023;;Excoecaria agallocha;156;;;20;#REF!;#REF!;#REF!;#REF!;
EXCOECARIA COC;60238;60233;0;152;156;0;6029039;6029023;;Excoecaria cochinchinensis;156;;;26;#REF!;#REF!;#REF!;#REF!;
EXCOECARIA COCHINCHINENSIS;60238;60233;0;152;156;0;6029039;6029023;;Excoecaria cochinchinensis;156;;;26;#REF!;#REF!;#REF!;#REF!;
Exochorda;60231;60231;0;172;172;0;6029021;6029021;;Exochorda spp;;;;13;#REF!;#REF!;#REF!;#REF!;
Exochorda mac;60231;60231;0;172;172;0;6029021;6029021;;Exochorda macrantha;;;;19;#REF!;#REF!;#REF!;#REF!;
Exochorda macrantha;60231;60231;0;172;172;0;6029021;6029021;;Exochorda macrantha;;;;19;#REF!;#REF!;#REF!;#REF!;
EYO;60237;60233;0;154;156;0;6029032;6029023;;Eyonymus spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
EYONYMUS;60237;60233;0;154;156;0;6029032;6029023;;Eyonymus spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
EYONYMUS JAP;60237;60233;0;154;156;0;6029032;6029023;;Eyonymus japonicus;156;;;18;#REF!;#REF!;#REF!;#REF!;
EYONYMUS JAPONICUS;60237;60233;0;154;156;0;6029032;6029023;;Eyonymus japonicus;156;;;18;#REF!;#REF!;#REF!;#REF!;
FAGUS;60231;60231;0;172;172;0;6029021;6029021;;Fagus spp;;;;9;#REF!;#REF!;#REF!;#REF!;
FAGUS SYL;60231;60231;0;172;172;0;6029021;6029021;;Fagus sylvatica;;;;15;#REF!;#REF!;#REF!;#REF!;
FAGUS SYLVATICA;60231;60231;0;172;172;0;6029021;6029021;;Fagus sylvatica;;;;15;#REF!;#REF!;#REF!;#REF!;
FALLOPIA;60243;60243;0;114;114;0;6029049;6029049;;Fallopia spp;;;;12;#REF!;#REF!;#REF!;#REF!;
FALLOPIA BAL;60243;60243;0;114;114;0;6029049;6029049;;Fallopia baldschuanica;;;;22;#REF!;#REF!;#REF!;#REF!;
FALLOPIA BALDSCHUANICA;60243;60243;0;114;114;0;6029049;6029049;;Fallopia baldschuanica;;;;22;#REF!;#REF!;#REF!;#REF!;
Fallopia jap;60232;60232;0;220;220;0;6029022;6029022;;Fallopia japonica;;;;17;#REF!;#REF!;#REF!;#REF!;
Fallopia japonica;60232;60232;0;220;220;0;6029022;6029022;;Fallopia japonica;;;;17;#REF!;#REF!;#REF!;#REF!;
FARGESIA;60231;60231;0;172;172;0;6029021;6029021;;Fargesia spp;;;;12;#REF!;#REF!;#REF!;#REF!;
FARGESIA MUR;60231;60231;0;172;172;0;6029021;6029021;;Fargesia murielae;;;;17;#REF!;#REF!;#REF!;#REF!;
Fargesia mur;60231;60231;0;172;172;0;6029021;6029021;;Fargesia murieliae;;;;18;#REF!;#REF!;#REF!;#REF!;
FARGESIA MURIELAE;60231;60231;0;172;172;0;6029021;6029021;;Fargesia murielae;;;;17;#REF!;#REF!;#REF!;#REF!;
Fargesia murieliae;60231;60231;0;172;172;0;6029021;6029021;;Fargesia murieliae;;;;18;#REF!;#REF!;#REF!;#REF!;
FAT;60237;60233;0;154;156;0;6029032;6029023;;Fatshedera spp;156;;;14;#REF!;#REF!;#REF!;#REF!;
FATSHEDERA;60237;60233;0;154;156;0;6029032;6029023;;Fatshedera spp;156;;;14;#REF!;#REF!;#REF!;#REF!;
FATSHEDERA LIZ;60237;60233;0;154;156;0;6029032;6029023;;Fatshedera lizei;156;;;16;#REF!;#REF!;#REF!;#REF!;
FATSHEDERA LIZEI;60237;60233;0;154;156;0;6029032;6029023;;Fatshedera lizei;156;;;16;#REF!;#REF!;#REF!;#REF!;
FATSIA;60237;60233;0;154;156;0;6029032;6029023;;Fatsia spp;156;;;10;#REF!;#REF!;#REF!;#REF!;
FATSIA JAP;60237;60233;0;154;156;0;6029032;6029023;;Fatsia japonica;156;;;15;#REF!;#REF!;#REF!;#REF!;
FATSIA JAPONICA;60237;60233;0;154;156;0;6029032;6029023;;Fatsia japonica;156;;;15;#REF!;#REF!;#REF!;#REF!;
FAUCARIA;60238;60233;0;152;156;0;6029039;6029023;;Faucaria spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
FAUCARIA TIG;60238;60233;0;152;156;0;6029039;6029023;;Faucaria tigrina;156;;;16;#REF!;#REF!;#REF!;#REF!;
FAUCARIA TIGRINA;60238;60233;0;152;156;0;6029039;6029023;;Faucaria tigrina;156;;;16;#REF!;#REF!;#REF!;#REF!;
FEIJOA;60238;60233;0;152;156;0;6029039;6029023;;Feijoa spp;156;;;10;#REF!;#REF!;#REF!;#REF!;
FEIJOA SEL;60238;60233;0;152;156;0;6029039;6029023;;Feijoa sellowiana;156;;;17;#REF!;#REF!;#REF!;#REF!;
FEIJOA SELLOWIANA;60238;60233;0;152;156;0;6029039;6029023;;Feijoa sellowiana;156;;;17;#REF!;#REF!;#REF!;#REF!;
FELICIA;60243;60243;0;114;114;0;6029049;6029049;;Felicia spp;;;;11;#REF!;#REF!;#REF!;#REF!;
FELICIA AME;60243;60243;0;114;114;0;6029049;6029049;;Felicia amelloides;;;;18;#REF!;#REF!;#REF!;#REF!;
FELICIA AMELLOIDES;60243;60243;0;114;114;0;6029049;6029049;;Felicia amelloides;;;;18;#REF!;#REF!;#REF!;#REF!;
FENESTRARIA;60238;60233;0;152;156;0;6029039;6029023;;Fenestraria spp;156;;;15;#REF!;#REF!;#REF!;#REF!;
FENESTRARIA RHO;60238;60233;0;152;156;0;6029039;6029023;;Fenestraria rhopalophylla;156;;;25;#REF!;#REF!;#REF!;#REF!;
FENESTRARIA RHOPALOPHYLLA;60238;60233;0;152;156;0;6029039;6029023;;Fenestraria rhopalophylla;156;;;25;#REF!;#REF!;#REF!;#REF!;
FEROCACTUS;60238;60233;0;152;156;0;6029039;6029023;;Ferocactus spp;156;;;14;#REF!;#REF!;#REF!;#REF!;
FEROCACTUS GLA;60238;60233;0;152;156;0;6029039;6029023;;Ferocactus glaucescens;156;;;22;#REF!;#REF!;#REF!;#REF!;
FEROCACTUS GLAUCESCENS;60238;60233;0;152;156;0;6029039;6029023;;Ferocactus glaucescens;156;;;22;#REF!;#REF!;#REF!;#REF!;
FEROCACTUS HAM;60238;60233;0;152;156;0;6029039;6029023;;Ferocactus hamatacanthus;156;;;24;#REF!;#REF!;#REF!;#REF!;
FEROCACTUS HAMATACANTHUS;60238;60233;0;152;156;0;6029039;6029023;;Ferocactus hamatacanthus;156;;;24;#REF!;#REF!;#REF!;#REF!;
FEROCACTUS LAT;60238;60233;0;152;156;0;6029039;6029023;;Ferocactus latispinus;156;;;21;#REF!;#REF!;#REF!;#REF!;
FEROCACTUS LATISPINUS;60238;60233;0;152;156;0;6029039;6029023;;Ferocactus latispinus;156;;;21;#REF!;#REF!;#REF!;#REF!;
FESTUCA;60232;60232;0;220;220;0;6029022;6029022;;Festuca spp;;;;11;#REF!;#REF!;#REF!;#REF!;
FESTUCA AME;60232;60232;0;220;220;0;6029022;6029022;;Festuca amethystina;;;;19;#REF!;#REF!;#REF!;#REF!;
FESTUCA AMETHYSTINA;60232;60232;0;220;220;0;6029022;6029022;;Festuca amethystina;;;;19;#REF!;#REF!;#REF!;#REF!;
FESTUCA CIN;60232;60232;0;220;220;0;6029022;6029022;;Festuca cinerea;;;;15;#REF!;#REF!;#REF!;#REF!;
FESTUCA CINEREA;60232;60232;0;220;220;0;6029022;6029022;;Festuca cinerea;;;;15;#REF!;#REF!;#REF!;#REF!;
FESTUCA GAU;60232;60232;0;220;220;0;6029022;6029022;;Festuca gauteri;;;;15;#REF!;#REF!;#REF!;#REF!;
FESTUCA GAUTERI;60232;60232;0;220;220;0;6029022;6029022;;Festuca gauteri;;;;15;#REF!;#REF!;#REF!;#REF!;
FESTUCA GLA;60232;60232;0;220;220;0;6029022;6029022;;Festuca glauca;;;;14;#REF!;#REF!;#REF!;#REF!;
FESTUCA GLAUCA;60232;60232;0;220;220;0;6029022;6029022;;Festuca glauca;;;;14;#REF!;#REF!;#REF!;#REF!;
FESTUCA SCO;60232;60232;0;220;220;0;6029022;6029022;;Festuca scoparia;;;;16;#REF!;#REF!;#REF!;#REF!;
FESTUCA SCOPARIA;60232;60232;0;220;220;0;6029022;6029022;;Festuca scoparia;;;;16;#REF!;#REF!;#REF!;#REF!;
FESTUCA VAL;60232;60232;0;220;220;0;6029022;6029022;;Festuca valesiaca;;;;17;#REF!;#REF!;#REF!;#REF!;
FESTUCA VALESIACA;60232;60232;0;220;220;0;6029022;6029022;;Festuca valesiaca;;;;17;#REF!;#REF!;#REF!;#REF!;
FIB;701920;701920;0;751;70199000;0;70199000;70199000;;Fiberglass;;;;10;#REF!;#REF!;#REF!;#REF!;
FIC ALT;60238;60233;0;152;156;0;6029039;6029023;;Ficus altissima;156;;;15;#REF!;#REF!;#REF!;#REF!;
FIC AUS;60238;60233;0;152;156;0;6029039;6029023;;Ficus australis;156;;;15;#REF!;#REF!;#REF!;#REF!;
FIC BEN;60238;60233;0;152;156;0;6029039;6029023;;Ficus benjamina;156;;;15;#REF!;#REF!;#REF!;#REF!;
FIC BENG;60238;60233;0;152;156;0;6029039;6029023;;Ficus benghalensis;156;;;18;#REF!;#REF!;#REF!;#REF!;
FIC BINN;60238;60233;0;152;156;0;6029039;6029023;;Ficus binnendijkii;156;;;18;#REF!;#REF!;#REF!;#REF!;
FIC CAR;60238;60233;0;152;156;0;6029039;6029023;;Ficus carica (fiken);156;;;20;#REF!;#REF!;#REF!;#REF!;
